domain	name	region	tranco
revealnews.org	Reveal	US	60646
thedispatch.com	Dispatch	US	61186
ydr.com	York Daily Record	US	61191
shreveporttimes.com	The Times	US	61280
augustachronicle.com	Augusta Chronicle	US	61348
bradenton.com	Bradenton Herald	US	61366
wonkette.com	Wonkette	US	62093
unco.edu	The Crucible	US	62122
berkshireeagle.com	Berkshire Eagle	US	62183
nextcity.org	Next City	US	62218
kitv.com	KITV4	US	62425
wvnews.com	Exponent Telegram	US	62554
theday.com	The Day	US	62715
kitsapsun.com	Kitsap Sun	US	62834
heraldextra.com	Daily Herald	US	62843
therealnews.com	Real News	US	62952
caller.com	Corpus Christi Caller-Times	US	62997
thenevadaindependent.com	The Nevada Independent	US	63032
humanevents.com	Human Events	US	63273
thebanner.com	Baltimore Banner	US	63359
bismarcktribune.com	The Bismarck Tribune	US	63415
theolympian.com	The Olympian	US	63609
timesleader.com	Times Leader	US	63615
capitalgazette.com	The Capital	US	64138
businessinsider.nl	Business Insider	US	64139
columbiatribune.com	Columbia Daily Tribune	US	64156
tri-cityherald.com	Tri-City Herald	US	64455
sgvtribune.com	San Gabriel Valley Tribune	US	64764
lcsun-news.com	Las Cruces Sun-News	US	64977
dailybulletin.com	Inland Valley Daily Bulletin	US	65446
aquinas.scranton.edu	The Aquinas	US	65865
fredericksburg.com	The Free Lance–Star	US	65877
arktimes.com	Arkansas Times	US	65968
paloaltoonline.com	Palo Alto Weekly	US	66121
redding.com	Redding Record Searchlight	US	66257
courierpress.com	Evansville Courier & Press	US	66334
rapidcityjournal.com	Rapid City Journal	US	67100
kark.com	KARK 4 News	US	67367
observer-reporter.com	Observer-Reporter	US	67455
poughkeepsiejournal.com	Poughkeepsie Journal	US	67866
centredaily.com	Centre Daily Times	US	68435
patriotledger.com	The Patriot Ledger	US	68490
aspentimes.com	Aspen Times	US	68921
kvia.com	KVIA	US	68992
portlandmercury.com	Portland Mercury	US	69540
heraldonline.com	The Herald	US	69648
palestinechronicle.com	The Palestine Chronicle	US	69697
lex18.com	LEX 18 News	US	69833
macon.com	The Telegraph	US	70076
guampdn.com	Pacific Daily News	US	70208
nashvillescene.com	Nashville Scene	US	70246
sherwood.news	Sherwood News	US	71368
thetimes-tribune.com	The Times-Tribune	US	71429
bozemandailychronicle.com	Bozeman Daily Chronicle	US	71777
napavalleyregister.com	St. Helena Star	US	72006
labusinessjournal.com	Los Angeles Business Journal	US	72238
postbulletin.com	Post-Bulletin	US	72375
ocala.com	Star–Banner	US	72744
platformer.news	Platformer	US	72782
columbiamissourian.com	Columbia Missourian	US	72838
salisburypost.com	Salisbury Post	US	73199
manufacturing.net	Plant Engineering	US	73286
rrstar.com	Rockford Register Star	US	73333
bnd.com	Belleville News-Democrat	US	73407
gazettenet.com	Daily Hampshire Gazette	US	73544
kvoa.com	News 4	US	73629
news-herald.com	The News-Herald	US	73847
indyweek.com	Indy Week	US	74083
wtoc.com	WTOC	US	74581
thv11.com	THV 11	US	74796
fosters.com	Rochester Times	US	75154
wrdw.com	News 12 NBC 26	US	75205
citypages.com	City Pages	US	75363
siouxcityjournal.com	Sioux City Journal	US	75541
mississippitoday.org	Mississippi Today	US	75889
bellinghamherald.com	Bellingham Herald	US	76067
recordnet.com	The Record	US	76116
helenair.com	Independent Record	US	76231
therepublic.com	The Republic	US	76238
ocweekly.com	OC Weekly	US	76241
wnyt.com	WNYT NewsChannel 13	US	76435
jconline.com	Lafayette Journal & Courier	US	76544
greenwichtime.com	Greenwich Time	US	76610
longislandpress.com	Long Island Press	US	77136
dnyuz.com	Dnyuz	US	77217
delcotimes.com	Delaware County Daily Times	US	77255
standard.net	Standard-Examiner	US	77663
lacrossetribune.com	LaCrosse Tribune	US	77736
postcrescent.com	The Post-Crescent	US	77903
wyomingnews.com	Laramie Boomerang	US	78992
accent.southern.edu	The Southern Accent	US	79292
metrowestdailynews.com	MetroWest Daily News	US	79520
juneauempire.com	Juneau Empire	US	79630
pressconnects.com	Press & Sun-Bulletin	US	79798
theadvertiser.com	Lafayette Daily Advertiser	US	79839
kake.com	KAKE News	US	79970
qns.com	QNS	US	80192
gpa.eastview.com	El Mundo	US	80460
goupstate.com	Spartanburg Herald-Journal	US	80765
wsav.com	WSAV News 3	US	80911
peninsuladailynews.com	Peninsula Daily News	US	81429
sctimes.com	St. Cloud Times	US	81561
dailyrecord.com	Daily Record	US	81691
marinecorpstimes.com	Marine Corps Times	US	81881
thetrace.org	Trace	US	81915
noozhawk.com	Noozhawk	US	81918
ctpublic.org	Connecticut Public	US	81962
times-standard.com	Times-Standard	US	82891
indybay.org	San Francisco Bay Area Independent Media Center	US	82992
gazettextra.com	Janesville Gazette	US	83743
greatfallstribune.com	Great Falls Tribune	US	84075
islandpacket.com	The Island Packet	US	84380
yakimaherald.com	Yakima Herald-Republic	US	84617
fredericknewspost.com	Frederick News-Post	US	84687
cookpolitical.com	Cook Political Report	US	84757
wacotrib.com	Waco Tribune-Herald	US	84915
vnews.com	Valley News	US	84917
myrtlebeachonline.com	Sun News	US	85141
eldiariony.com	El Diario La Prensa	US	85157
wcfcourier.com	Waterloo-Cedar Falls Courier	US	86475
thedp.com	Daily Penn	US	86968
missionlocal.org	Mission Local	US	87184
walb.com	WALB News 10	US	87682
punchbowl.news	Punchbowl News	US	89116
technical.ly	Technical.ly	US	89137
littlegreenfootballs.com	Little Green Footballs	US	89167
citybiz.co	citybiz	US	89523
chicoer.com	Chico Enterprise-Record	US	90051
clubs.lasalle.edu	The Collegian	US	90129
poconorecord.com	Pocono Record	US	90179
staugustine.com	The St. Augustine Record	US	90336
beaumontenterprise.com	Beaumont Enterprise	US	90372
citybeat.com	Cincinnati CityBeat	US	90402
unicornriot.ninja	Unicorn Riot	US	90616
delmarvanow.com	Delmarva Daily Times	US	91055
campbell.edu	The Campbell Times	US	91303
azdailysun.com	Arizona Daily Sun	US	92090
lasvegasweekly.com	Las Vegas Weekly	US	92209
proquest.umi.com	The Baltimore Sun	US	94424
thetelegraph.com	The Telegraph	US	95014
diariolasamericas.com	Diario Las Américas	US	95346
rewirenewsgroup.com	Rewire News Group	US	95701
columbiaspectator.com	Columbia Daily Spectator	US	95872
thedailyrecord.com	The Daily Record	US	96688
journaltimes.com	Journal Times	US	96944
digitalcollections.crl.edu	American Banker	US	97631
dds.crl.edu	Chicago Eagle	US	97631
dailyfreeman.com	Daily Freeman	US	98206
mauinow.com	Maui Now	US	98321
citizen.com	The Citizen	US	98335
hollandsentinel.com	hollandsentinel.com	US	98548
missouriindependent.com	Missouri Independent	US	98583
heraldmailmedia.com	Herald-Mail Media	US	98773
citizensvoice.com	Citizens Voice	US	98782
timesonline.com	The Beaver County Times	US	99101
kait8.com	KAIT	US	99269
herald-dispatch.com	The Herald-Dispatch	US	99285
uticaod.com	Observer-Dispatch	US	99333
ledger-enquirer.com	Ledger-Enquirer	US	99385
tamuk.edu	The South Texan	US	99712
vindy.com	The Vindicator	US	99813
chieftain.com	The Pueblo Chieftain	US	99819
vaildaily.com	Vail Daily	US	99989
galvnews.com	Galveston County Daily News	US	100014
idahostatejournal.com	Idaho State Journal	US	100110
mdjonline.com	Marietta Daily Journal	US	100139
rutlandherald.com	Rutland Herald	US	100147
pressenterprise.com	The Press-Enterprise	US	100409
macombdaily.com	The Macomb Daily	US	100850
heraldnews.com	The Fall River Herald News	US	102288
amarillo.com	Amarillo Globe-News	US	102510
newslibrary.infi.net	Detroit Free Press	US	102631
brooklyneagle.com	Brooklyn Eagle	US	102955
cisweb.lexis-nexis.com	Q1587159	US	103110
iowapublicradio.org	Iowa Public Radio	US	103561
lmtonline.com	Laredo Morning Times	US	103851
norwichbulletin.com	The Norwich Bulletin	US	103905
news-journal.com	Longview News-Journal	US	104190
nwfdailynews.com	Northwest Florida Daily News	US	104255
voiceofsandiego.org	Voice of San Diego	US	104423
cdapress.com	Coeur d'Alene Press	US	105013
gjsentinel.com	The Daily Sentinel	US	105309
wjbf.com	WJBF	US	105611
poststar.com	The Post-Star	US	105670
jewishcurrents.org	Jewish Currents	US	105873
mrt.com	Midland Reporter-Telegram	US	107175
dailynorthwestern.com	The Daily Northwestern	US	107340
rockymountainnews.com	Rocky Mountain News	US	107545
cornellsun.com	The Cornell Daily Sun	US	107552
vermontpublic.org	Vermont Public	US	107947
phillytrib.com	Philadelphia Tribune	US	108040
newsherald.com	Panama City News-Herald	US	108096
newstribune.com	Jefferson City News Tribune	US	108155
kdhnews.com	Killeen Daily Herald	US	109315
jweekly.com	J.	US	109436
mvtimes.com	MV Times	US	109495
guardianlv.com	Guardian Liberty Voice	US	109521
marylandmatters.org	Maryland Matters	US	109532
citylimits.org	City Limits	US	109695
press.lvcva.com	Las Vegas News Bureau	US	110042
springfieldnewssun.com	Springfield News-Sun	US	110553
lmtribune.com	Lewiston Tribune	US	111250
baltimoremagazine.com	Baltimore Magazine	US	111325
azmirror.com	The Arizona Mirror	US	111355
aftermath.site	Aftermath	US	111448
vvdailypress.com	Victorville Daily Press	US	111460
whittierdailynews.com	Whittier Daily News	US	111600
wtvm.com	WTVM News Leader 9	US	111755
brooklynpaper.com	Brooklyn Paper	US	111840
summitdaily.com	Summit Daily News	US	112027
komu.com	KOMU	US	112055
thehour.com	The Hour	US	112195
timesargus.com	Barre Montpelier Times Argus	US	112263
stlpublicradio.org	St. Louis Public Radio	US	112641
herald-review.com	Herald & Review	US	112861
press-citizen.com	Iowa City Press-Citizen	US	112881
crosscut.com	Crosscut	US	112988
fairobserver.com	Fair Observer	US	113093
syndication.andrewsmcmeel.com	Newspaper Enterprise Association	US	113099
www2.timesdispatch.com	Richmond Times-Dispatch	US	113576
auburnpub.com	The Citizen	US	113687
joplinglobe.com	Joplin Globe	US	113703
cnetfrance.fr	CNET	US	114346
thespectrum.com	The Spectrum	US	114446
thenewsstar.com	Monroe News-Star	US	114661
eastvalleytribune.com	East Valley Tribune	US	114670
kpcc.org	KPCC	US	114689
newsleader.com	The News Leader	US	114748
thechurchnews.com	Church News	US	115214
palmbeachdailynews.com	Palm Beach Daily News	US	115334
reporternews.com	Abilene Reporter-News	US	115594
catholicnews.com	OSV News	US	115612
afro.com	Baltimore Afro-American	US	115832
gwinnettdailypost.com	Gwinnett Daily Post	US	116530
freethink.com	Freethink	US	116611
smdailyjournal.com	San Mateo Daily Journal	US	116866
dailyillini.com	The Daily Illini	US	116942
heraldtimesonline.com	The Herald-Times	US	117209
laprogressive.com	LA Progressive	US	117257
visaliatimesdelta.com	Visalia Times-Delta	US	117291
amsterdamnews.com	Amsterdam News	US	117578
thestarpress.com	The Star Press	US	117956
portlandtribune.com	News-Times	US	118182
billypenn.com	Billy Penn	US	118235
dailyorange.com	The Daily Orange	US	118744
record-eagle.com	Traverse City Record-Eagle	US	118992
mtstandard.com	The Montana Standard	US	119070
blueridgenow.com	Times-News	US	119155
dronedj.com	Drone DJ	US	119319
newsminer.com	Fairbanks Daily News-Miner	US	119339
thebaltimorebanner.com	Baltimore Banner	US	119341
vineyardgazette.com	Vineyard Gazette	US	119369
centerforpolitics.org	Sabato's Crystal Ball	US	119530
chronicle.augusta.com	The Augusta Chronicle	US	120097
kenoshanews.com	Kenosha News	US	120305
enterprisenews.com	The Enterprise	US	120321
3newsnow.com	KMTV 3 News Now	US	120922
liherald.com	Long Island Herald	US	120977
mndaily.com	Minnesota Daily	US	120990
mansfieldnewsjournal.com	Mansfield News Journal	US	121048
dailyinterlake.com	Daily Inter Lake	US	121229
hometownlife.com	Hometown Life	US	121253
browardpalmbeach.com	New Times Broward	US	121327
mauinews.com	The Maui News	US	121392
yourvalley.net	Daily Sun News	US	121531
lbpost.com	Long Beach Post	US	121588
altoonamirror.com	Altoona Mirror	US	121735
denverite.com	Denverite	US	121787
newsandsentinel.com	The Parkersburg News and Sentinel	US	121987
12newsnow.com	12 News Now	US	122003
floridaphoenix.com	Florida Phoenix	US	122023
tucsonsentinel.com	Tucson Sentinel	US	122074
labornotes.org	Labor Notes	US	122173
houmatoday.com	Houma Today	US	122686
tylerpaper.com	Tyler Morning Telegraph	US	122890
bgdailynews.com	Bowling Green Daily News	US	123261
hawaiitribune-herald.com	Hawaii Tribune-Herald	US	123383
atlanta.capitalbnews.org	Capital B Atlanta	US	123630
sanangelolive.com	San Angelo Live	US	123840
newsadvance.com	The News & Advance	US	124287
tribstar.com	Tribune-Star	US	124302
tucsonweekly.com	Tucson Weekly	US	124357
newspressnow.com	St. Joseph News-Press	US	124637
nny360.com	Watertown Daily Times	US	124853
tdn.com	The Daily News	US	125042
windowsitpro.com	Windows IT Pro	US	125213
telegraphherald.com	Telegraph Herald	US	125229
timesdaily.com	Times Daily	US	125290
insidebayarea.com	The Argus	US	125414
resolver.lrc.macewan.ca	The Buffalo News	US	125516
resolver.macewan.ca	Mecklenburg Times	US	125516
stargazette.com	Star-Gazette	US	125666
recorder.com	The Recorder	US	126237
theappeal.org	Appeal	US	126746
dentonrc.com	Denton Record-Chronicle	US	126958
thesunchronicle.com	The Sun Chronicle	US	127070
themorningnews.org	The Morning News	US	127262
dailydemocrat.com	Daily Democrat	US	127297
timescall.com	Longmont Times-Call	US	127303
trentonian.com	South Jersey Local News	US	127440
hawaiipublicradio.org	Hawaii Public Radio	US	127499
gastongazette.com	Gaston Gazette	US	127634
azcapitoltimes.com	Arizona Capitol Times	US	127816
global.factiva.com	The Olympian	US	127894
semissourian.com	Southeast Missourian	US	128144
nyunews.com	Washington Square News	US	128286
mercedsunstar.com	Merced Sun-Star	US	128289
newsreview.com	News & Review	US	128409
chronline.com	The Chronicle	US	128597
wenatcheeworld.com	The Wenatchee World	US	129045
valdostadailytimes.com	Valdosta Daily Times	US	129195
newarkadvocate.com	The Advocate	US	129239
timesnews.net	Kingsport Times-News	US	129315
thereporter.com	The Reporter	US	129564
theintelligencer.net	The Intelligencer & Wheeling News Register	US	129664
jhnewsandguide.com	Jackson Hole News&Guide	US	129725
dailyjournal.net	Daily Journal	US	130321
swtimes.com	Booneville Democrat	US	130416
libn.com	Long Island Business News	US	130540
apmreports.org	APM Reports	US	130770
metroactive.com	Metro Silicon Valley	US	130818
heraldsun.com	The Herald-Sun	US	130927
timesrecordnews.com	Times Record News	US	130930
ens-newswire.com	Environment News Service	US	130958
idsnews.com	Indiana Daily Student	US	131064
fonts.gstatic.com		UK	5
theguardian.com	The Guardian	UK	191
bbc.com	BBC	UK	208
bbc.co.uk	BBC	UK	223
ft.com	Financial Times	UK	507
telegraph.co.uk	The Telegraph	UK	568
dailymail.co.uk	Daily Mail	UK	609
independent.co.uk	The Independent	UK	670
theconversation.com	The Conversation	UK	1004
goal.com	Goal	UK	1029
tcs.cam.ac.uk	The Cambridge Student	UK	1084
skysports.com	Sky Sports	UK	1121
economist.com	Economist	UK	1161
news.sky.com	Sky News	UK	1965
thesun.co.uk	The Sun	UK	2134
mirror.co.uk	Daily Mirror	UK	2194
express.co.uk	Daily Express	UK	2460
itv.com	ITV News	UK	2498
newscientist.com	New Scientist	UK	2675
thetimes.co.uk	The Times	UK	2857
metro.co.uk	Metro	UK	3088
thetimes.com	The Times	UK	3273
politico.eu	Politico Europe	UK	3511
standard.co.uk	The Standard	UK	3553
channel4.com	Channel 4	UK	4719
huffingtonpost.co.uk	HuffPost UK	UK	6328
gbnews.com	GB News	UK	6574
scotsman.com	Scotsman	UK	7064
nme.com	NME	UK	7122
manchestereveningnews.co.uk	Manchester Evening News	UK	7131
walesonline.co.uk	WalesOnline	UK	8144
theweek.com	The Week	UK	8747
inews.co.uk	i	UK	10260
dailystar.co.uk	Daily Star	UK	10610
newstatesman.com	New Statesman	UK	10768
liverpoolecho.co.uk	Liverpool Echo	UK	10802
radiotimes.com	Radio Times	UK	10897
dailyrecord.co.uk	Daily Record	UK	12053
simpleflying.com	Simple Flying	UK	13157
talksport.com	talkSPORT	UK	13460
opendemocracy.net	openDemocracy	UK	13594
the-independent.com	The Independent	UK	13732
spectator.co.uk	Spectator	UK	13796
heraldscotland.com	The Herald	UK	13904
digitalspy.com	Digital Spy	UK	13995
cityam.com	City A.M.	UK	14794
belfasttelegraph.co.uk	Belfast Telegraph	UK	14945
football365.com	Football365	UK	15028
tes.com	Times Educational Supplement	UK	15057
birminghammail.co.uk	Birmingham Mail	UK	15062
lrb.co.uk	London Review of Books	UK	17102
ladbible.com	LADbible	UK	17923
chroniclelive.co.uk	ChronicleLive	UK	19686
thescottishsun.co.uk	Scottish Sun	UK	23313
bristolpost.co.uk	BristolLive	UK	24432
flightglobal.com	Flight Global	UK	24623
lbc.co.uk	LBC	UK	25649
yorkshirepost.co.uk	The Yorkshire Post	UK	25793
givemesport.com	GiveMeSport	UK	25925
irishnews.com	The Irish News	UK	25972
thepinknews.com	PinkNews	UK	26595
bellingcat.com	Bellingcat	UK	27097
unherd.com	UnHerd	UK	27223
expressandstar.com	Express & Star	UK	28672
thenational.scot	National	UK	28912
newarab.com	The New Arab	UK	28990
thetab.com	The Tab	UK	29812
unilad.com	UNILAD	UK	30106
indy100.com	indy100	UK	30311
kentonline.co.uk	Kent Messenger	UK	30742
edp24.co.uk	Eastern Daily Press	UK	31165
coventrytelegraph.net	CoventryLive	UK	31203
devonlive.com	DevonLive	UK	31910
theargus.co.uk	The Argus	UK	32307
oxfordmail.co.uk	Oxford Mail	UK	32787
thenorthernecho.co.uk	The Northern Echo	UK	32788
alaraby.co.uk	The New Arab	UK	32897
britishnewspaperarchive.co.uk	Freedom	UK	33376
mylondon.news	MyLondon	UK	34326
thestar.co.uk	The Star (Sheffield)	UK	34510
thejc.com	The Jewish Chronicle	UK	34857
nottinghampost.com	Nottinghamshire Live	UK	34943
dailyecho.co.uk	Daily Echo	UK	36121
thecourier.co.uk	The Courier	UK	36231
leicestermercury.co.uk	Leicestershire Live	UK	36841
stokesentinel.co.uk	StokeonTrentLive	UK	37491
bournemouthecho.co.uk	Bournemouth Echo	UK	37826
belfastlive.co.uk	Belfast Live	UK	38193
lancashiretelegraph.co.uk	Lancashire Telegraph	UK	39577
thetelegraphandargus.co.uk	Telegraph & Argus	UK	39694
portsmouth.co.uk	The News (Portsmouth)	UK	40092
yorkpress.co.uk	The Press	UK	40211
glasgowtimes.co.uk	Glasgow Times	UK	41492
pressandjournal.co.uk	The Press and Journal	UK	41618
thegazette.co.uk	The London Gazette	UK	41980
prospectmagazine.co.uk	Prospect	UK	42588
cornwalllive.com	CornwallLive	UK	42902
hulldailymail.co.uk	Hull Live	UK	43215
cambridge-news.co.uk	Cambridgeshire Live	UK	43291
gloucestershirelive.co.uk	GloucestershireLive	UK	43640
gazettelive.co.uk	Evening Gazette	UK	44007
ftchinese.com	Financial Times	UK	45255
plymouthherald.co.uk	PlymouthLive	UK	45365
examinerlive.co.uk	ExaminerLive	UK	45465
alquds.co.uk	Al-Quds Al-Arabi	UK	45876
derbytelegraph.co.uk	Burton Mail	UK	46121
90min.com	90min	UK	46562
lawgazette.co.uk	The Law Society Gazette	UK	48075
bigissue.com	The Big Issue	UK	48163
echo-news.co.uk	The Echo	UK	49762
worcesternews.co.uk	Worcester News	UK	49857
christiantoday.com	Christian Today	UK	50251
swindonadvertiser.co.uk	Swindon Advertiser	UK	50538
quillette.com	Quillette	UK	51194
dorsetecho.co.uk	Dorset Echo	UK	52813
somersetlive.co.uk	Somerset Live	UK	53530
kentlive.news	KentLive	UK	54512
mailonsunday.co.uk	The Mail on Sunday	UK	55141
morningstaronline.co.uk	Morning Star	UK	56078
irishstar.com	Irish Star	UK	56238
joe.co.uk	JOE	UK	58170
essexlive.news	EssexLive	UK	60271
newsletter.co.uk	News Letter	UK	62302
glasgowlive.co.uk	Glasgow Live	UK	62956
nationalworld.com	NationalWorld	UK	63009
lep.co.uk	Lancaster Post	UK	64473
sunderlandecho.com	Sunderland Echo	UK	72295
101greatgoals.com	101 Great Goals	UK	74143
politicshome.com	PoliticsHome	UK	75621
edinburghlive.co.uk	Edinburgh Live	UK	77970
blackpoolgazette.co.uk	Blackpool Gazette	UK	78560
bylinetimes.com	Byline Times	UK	83398
thestage.co.uk	The Stage	UK	83870
leeds-live.co.uk	LeedsLive	UK	84866
lancs.live	LancsLive	UK	89596
lexisnexis.co.uk	Construction Law Journal	UK	90387
politics.co.uk	Politics.co.uk	UK	92578
peterboroughtoday.co.uk	Peterborough Evening Telegraph	UK	98217
nation.cymru	Nation.Cymru	UK	98466
plantbasednews.org	Plant Based News	UK	99577
campaignlive.com	The Campaign	UK	99636
churchtimes.co.uk	Church Times	UK	100481
northamptonchron.co.uk	Northampton Chronicle & Echo	UK	102262
warringtonguardian.co.uk	Warrington Guardian	UK	102811
eveningnews24.co.uk	Norwich Evening News	UK	104710
herefordtimes.com	Hereford Times	UK	107374
shop.exacteditions.com	Times Educational Supplement	UK	117402
exacteditions.com	New Statesman	UK	117402
doncasterfreepress.co.uk	Doncaster Free Press	UK	124319
careers.newsquest.co.uk		UK	125183
newsquest.co.uk		UK	125183
nub.news	Nub News	UK	130411
elaph.com	Elaph	UK	131626
varsity.co.uk	Varsity	UK	136237
yourweather.co.uk	Meteored United Kingdom	UK	145155
tortoisemedia.com	Tortoise	UK	149046
gaystarnews.com	Gay Star News	UK	157011
eveningtimes.co.uk	Glasgow Times	UK	157075
tribunemag.co.uk	Tribune	UK	160226
newsoftheworld.co.uk	News of the World	UK	160903
hertfordshiremercury.co.uk	Hertfordshire Mercury	UK	164058
westerntelegraph.co.uk	Western Telegraph	UK	177337
thewestmorlandgazette.co.uk	The Westmorland Gazette	UK	177654
thescarboroughnews.co.uk	The Scarborough News	UK	178181
sundayherald.com	Sunday Herald	UK	183735
thecurrencyanalytics.com	The Currency Analytics	UK	187079
private-eye.co.uk	Private Eye	UK	195291
theneweuropean.co.uk	The New World	UK	198710
inverness-courier.co.uk	The Inverness Courier	UK	204505
thefootballfaithful.com	The Football Faithful	UK	211753
alarab.co.uk	Al-Arab	UK	236078
wakefieldexpress.co.uk	Wakefield Express	UK	237862
guardian-series.co.uk	Waltham Forest Guardian	UK	239797
lancasterguardian.co.uk	Lancaster Guardian	UK	244679
chesterchronicle.co.uk	Chester Chronicle	UK	247023
wiltshiretimes.co.uk	Wiltshire Times	UK	248470
oxfordstudent.com	The Oxford Student	UK	253598
maidenhead-advertiser.co.uk	Maidenhead Advertiser	UK	255042
southwarknews.co.uk	Southwark News	UK	260470
fifetoday.co.uk	Fife Free Press	UK	262966
dunfermlinepress.com	Dunfermline Press	UK	263373
romfordrecorder.co.uk	Romford Recorder	UK	266105
the5krunner.com	the5krunner	UK	273262
impartialreporter.com	The Impartial Reporter	UK	275391
macclesfield-express.co.uk	Macclesfield Express	UK	276616
newburytoday.co.uk	Newbury Weekly News	UK	279220
cravenherald.co.uk	Craven Herald & Pioneer	UK	294082
darlingtonandstocktontimes.co.uk	Darlington & Stockton Times	UK	296628
thewestonmercury.co.uk	Portishead Times	UK	301625
theboar.org	The Boar	UK	305832
newhamrecorder.co.uk	Newham Recorder	UK	316884
holyrood.com	Holyrood	UK	316986
keighleynews.co.uk	Keighley News	UK	320846
freedomnews.org.uk	Freedom	UK	324906
andoveradvertiser.co.uk	Andover Advertiser	UK	328965
bridportnews.co.uk	Bridport News	UK	331694
thenews.coop	Co-op News	UK	337455
ardrossanherald.com	Ardrossan and Saltcoats Herald	UK	352194
islingtongazette.co.uk	Islington Gazette	UK	360725
tivysideadvertiser.co.uk	Tivyside Advertiser	UK	368454
s1jobs.com		UK	375338
northampton-news-hp.co.uk	Northants Herald & Post	UK	406222
eastlondonadvertiser.co.uk	Docklands and East London Advertiser	UK	416880
menmedia.co.uk	Accrington Observer	UK	422541
henleystandard.co.uk	Henley Standard	UK	433373
bedfordshire-news.co.uk	Bedfordshire on Sunday	UK	438109
richmondandtwickenhamtimes.co.uk	Richmond and Twickenham Times	UK	440902
jobs24.co.uk		UK	448614
palatinate.org.uk	Palatinate	UK	499302
buxtonadvertiser.co.uk	Buxton Advertiser	UK	509428
theoldie.co.uk	Oldie	UK	516387
labourstart.org	LabourStart	UK	521144
eveningtelegraph.co.uk	Evening Telegraph	UK	590804
bathchronicle.co.uk	Bath Chronicle	UK	595964
idler.co.uk	The Idler	UK	641018
localiq.co.uk		UK	715365
manchestermill.co.uk	The Mill	UK	723522
anphoblacht.com	An Phoblacht	UK	738075
eppingforestguardian.co.uk	Epping Forest Guardian	UK	739452
daventryexpress.co.uk	Daventry Express	UK	835635
redbrick.me	Redbrick	UK	859724
sentimentmetrics.com	Sentiment	UK	868316
stornowaygazette.co.uk	Stornoway Gazette	UK	924651
glasgowguardian.co.uk	The Glasgow Guardian	UK	965935
wikitribune.com	WikiTribune	UK	966687
hastingsobserver.co.uk	Hastings & St. Leonards Observer	UK	966749
epigram.org.uk	Epigram	UK	970646
